batch,interactions,recall_existing,precision_existing,ndcg_existing,recall_new_user,precision_new_user,ndcg_new_user,recall_overall,precision_overall,ndcg_overall,pct_new_user,n_new_users,n_new_user_interactions,n_first_time_new_user_interactions,n_untrained_users_active,pct_untrained_users,n_unique_users,window_unique_users,window_unique_untrained_users,n_users_trained
94,94000,0.015384615384615385,0.0019230769230769232,0.008930110122766014,0.004331683168316832,0.0006600660066006601,0.002034984174718675,0.007156019656019657,0.0009828009828009828,0.0037968836798708207,0.597051597051597,486,704,549,606,0.7444717444717445,814,10534,8297,65679
95,95000,0.020689655172413793,0.0024630541871921183,0.009966328456008314,0.0,0.0,0.0,0.005236907730673317,0.0006234413965087282,0.002522649222655471,0.5835411471321695,468,719,548,599,0.7468827930174564,802,11225,8836,65679
96,96000,0.019861830742659757,0.0025906735751295338,0.011629900179463479,0.004746835443037975,0.0006329113924050633,0.0051048961796375265,0.008282828282828282,0.001090909090909091,0.006631351660808932,0.6012121212121212,496,742,560,632,0.7660606060606061,825,11935,9403,65679
97,97000,0.02861834388927985,0.004433497536945813,0.016446582407362003,0.005136986301369863,0.0005136986301369864,0.0018198123986078274,0.011193804078175109,0.0015247776365946632,0.005592664128947215,0.5628970775095299,443,724,525,584,0.7420584498094028,787,12575,9904,65679
98,98000,0.023259303721488593,0.004591836734693878,0.010962285510593823,0.003928170594837261,0.0005050505050505052,0.002914374129908538,0.008724249193348224,0.001518987341772152,0.004911071130686152,0.5936708860759494,469,701,541,594,0.7518987341772152,790,13228,10433,65679
99,99000,0.023809523809523808,0.0029556650246305425,0.016836147019222408,0.007481940144478844,0.00108359133126935,0.0029043135231619005,0.01138594424813506,0.001531213191990577,0.006235482191831256,0.6101295641931684,518,744,589,646,0.7608951707891637,849,13937,11008,65679
100,100000,0.03490878938640132,0.00646766169154229,0.017613665285220344,0.011149228130360206,0.0015437392795883361,0.004242966863447821,0.0172406462585034,0.002806122448979592,0.007670913780254298,0.5905612244897959,463,719,547,583,0.7436224489795918,784,14597,11532,65679
101,101000,0.02219430485762144,0.0030150753768844224,0.0073524452110783406,0.0047694753577106515,0.00047694753577106523,0.002819881740014441,0.0089573268921095,0.0010869565217391304,0.003909229724002021,0.607487922705314,503,734,582,629,0.7596618357487923,828,828,629,65679
102,102000,0.023646723646723645,0.0030769230769230774,0.010273664657675263,0.004533745492014426,0.0009273570324574961,0.002417400344630953,0.008960147796252309,0.0014251781472684087,0.004236843980074707,0.6033254156769596,508,748,581,647,0.7684085510688836,842,1647,1264,65679
103,103000,0.023739837398373986,0.0039024390243902443,0.017456247690015293,0.003278688524590164,0.0003278688524590164,0.0022232904706688886,0.008425357873210635,0.001226993865030675,0.006054893206823506,0.561963190184049,458,721,526,610,0.7484662576687117,815,2437,1859,65679
104,104000,0.0048543689320388345,0.00048543689320388353,0.0015313828970181008,0.00526592943654555,0.0009478672985781992,0.002640449982587255,0.005164878823996822,0.0008343265792610249,0.0023681403048432196,0.5899880810488677,495,735,566,633,0.7544696066746126,839,3223,2464,65679
